semester,pickuplocation,processinglocation,courseid,aresitemid,currentstatus,currentstatusdate,deptfinal,coursenumber,coursetitle,instructordisplayname,instructor,itembarcode,url,itemtitle,author,publisher,itemtype,itemformat,documenttype,typeofreserve,shelflocation,callnumber,articletitle,volume,issue,journalyear,journalmonth,pages,numberofusers,totalclicks
Fall 2024,E-RESERVE,LAW,36092,259412,Item Available on Electronic Reserves,26-Aug-24,LAW,Law 6767,Cannabis Law and Policy,"Burke, Keslie Kathleen Danks",,31924126776503,15DD6C08.pdf,"Cannabis law : a primer on federal and state law regarding marijuana, hemp, and CBD","Barak Cohen, editor ; with Michael C. Bleicher","American Bar Association, ABA Publishing",MON,BookChapter,PDF,E-Reserve,E-Resource,KF3891.M2 C36 2021,"Chapters 1, 2, 3",,,,,,8,15
Fall 2024,LAW,LAW,36092,260059,Item Available at Reserve Desk,06-Sep-24,LAW,Law 6767,Cannabis Law and Policy,"Burke, Keslie Kathleen Danks",,31924130477403,,New York cannabis laws and regulations,edited by the publisher's editorial staff,LexisNexis,MON,Book,HardCopy,Physical Reserve,Law Library Reserve,KFN5632.5.M37 A3 2024,,,,,,,0,
Fall 2024,LAW,LAW,35928,257986,Item Available at Reserve Desk,15-Aug-24,LAW,LAW 6791,Public International Law,"Giovanopoulou, Afroditi; Liseno, Rachel",,31924126779135,,International Law: Evolving Doctrine and Practice,Jens David Ohlin,Foundation Press,MON,Book,HardCopy,Physical Reserve,Course Reserve,KZ 1242 .5 .O35 2021,,,,,,,0,
Fall 2024,LAW,LAW,35965,260140,Item Available at Reserve Desk,12-Sep-24,LAW,LAW 6801,Remedies,"Clark, Lyndsey; Sherwin, Emily",,31924130476934,,"Ames, Chafee, and Re on remedies : cases and materials","Samuel L. Bray, Emily Sherwin",Foundation Press,MON,Book,HardCopy,Physical Reserve,Law Library Reserve (Law Library Special Reserve),KF398 .S542 2024,,,,,,,0,
Fall 2024,E-RESERVE,LAW,35965,259195,Item Available on Electronic Reserves,23-Aug-24,LAW,LAW 6801,Remedies,"Clark, Lyndsey; Sherwin, Emily",,,15DD6BE3.pdf,"Ames, Chafee, and Re on remedies :cases and materials","Emily Sherwin, Professor of Law, Cornell Law School; Samuel L. Bray, Professor of Law, UCLA School of Law..",Foundation Press,MON,BookChapter,PDF,E-Reserve,E-Resource,,,,,,,"1-21, 29-31",0,
Fall 2024,E-RESERVE,LAW,35965,259200,Item Available on Electronic Reserves,23-Aug-24,LAW,LAW 6801,Remedies,"Clark, Lyndsey; Sherwin, Emily",,,15DD6BE8.pdf,"Ames, Chafee, and Re on remedies :cases and materials","Emily Sherwin, Professor of Law, Cornell Law School; Samuel L. Bray, Professor of Law, UCLA School of Law..",Foundation Press,MON,BookChapter,PDF,E-Reserve,E-Resource,,,,,,,"126-130, 131-137, 139-147, 165-169",0,
Fall 2024,E-RESERVE,LAW,35965,259196,Item Available on Electronic Reserves,23-Aug-24,LAW,LAW 6801,Remedies,"Clark, Lyndsey; Sherwin, Emily",,,15DD6BE4.pdf,"Ames, Chafee, and Re on remedies :cases and materials","Emily Sherwin, Professor of Law, Cornell Law School; Samuel L. Bray, Professor of Law, UCLA School of Law..",Foundation Press,MON,BookChapter,PDF,E-Reserve,E-Resource,,,,,,,"39-50, 51-56",0,
Fall 2024,E-RESERVE,LAW,35965,259197,Item Available on Electronic Reserves,23-Aug-24,LAW,LAW 6801,Remedies,"Clark, Lyndsey; Sherwin, Emily",,,15DD6BE5.pdf,"Ames, Chafee, and Re on remedies :cases and materials","Emily Sherwin, Professor of Law, Cornell Law School; Samuel L. Bray, Professor of Law, UCLA School of Law..",Foundation Press,MON,BookChapter,PDF,E-Reserve,E-Resource,,,,,,,"56-60, 62-66, 66-71, 73-74",0,
Fall 2024,E-RESERVE,LAW,35965,259198,Item Available on Electronic Reserves,23-Aug-24,LAW,LAW 6801,Remedies,"Clark, Lyndsey; Sherwin, Emily",,,15DD6BE6.pdf,"Ames, Chafee, and Re on remedies :cases and materials","Emily Sherwin, Professor of Law, Cornell Law School; Samuel L. Bray, Professor of Law, UCLA School of Law..",Foundation Press,MON,BookChapter,PDF,E-Reserve,E-Resource,,,,,,,"80-84, 85-86, 87-93, 94-95",0,
Fall 2024,E-RESERVE,LAW,35965,259199,Item Available on Electronic Reserves,23-Aug-24,LAW,LAW 6801,Remedies,"Clark, Lyndsey; Sherwin, Emily",,,15DD6BE7.pdf,"Ames, Chafee, and Re on remedies :cases and materials","Emily Sherwin, Professor of Law, Cornell Law School; Samuel L. Bray, Professor of Law, UCLA School of Law..",Foundation Press,MON,BookChapter,PDF,E-Reserve,E-Resource,,,,,,,"97-105, 108-111, 115-120, 124",0,
Fall 2024,E-RESERVE,LAW,35965,258241,Item Available on Electronic Reserves,23-Aug-24,LAW,LAW 6801,Remedies,"Clark, Lyndsey; Sherwin, Emily",,,15DD6BE2.pdf,"Ames, Chafee, and Re on remedies :cases and materials","Emily Sherwin, Professor of Law, Cornell Law School; Samuel L. Bray, Professor of Law, UCLA School of Law..",Foundation Press,MON,BookChapter,PDF,E-Reserve,E-Resource,,"Title Page, Copyright, Table of Contents",,,,,,0,
Fall 2024,LAW,LAW,35912,260139,Item Available at Reserve Desk,12-Sep-24,LAW,LAW 6801 Remedies (2024FA),LAW 6801 Remedies (2024FA),"Clark, Lyndsey",,31924130476934,,"Ames, Chafee, and Re on remedies : cases and materials","Samuel L. Bray, Emily Sherwin",Foundation Press,MON,Book,HardCopy,Physical Reserve,Law Library Reserve (Law Library Special Reserve),KF398 .S542 2024,,,,,,,0,
Fall 2024,E-RESERVE,LAW,35912,259410,Item Available on Electronic Reserves,26-Aug-24,LAW,LAW 6801 Remedies (2024FA),LAW 6801 Remedies (2024FA),"Clark, Lyndsey",,,15DD6BE3.pdf,"Ames, Chafee, and Re on remedies :cases and materials","Emily Sherwin, Professor of Law, Cornell Law School; Samuel L. Bray, Professor of Law, UCLA School of Law..",Foundation Press,MON,BookChapter,PDF,E-Reserve,E-Resource,,,,,,,"1-21, 29-31",0,
Fall 2024,E-RESERVE,LAW,35912,259405,Item Available on Electronic Reserves,26-Aug-24,LAW,LAW 6801 Remedies (2024FA),LAW 6801 Remedies (2024FA),"Clark, Lyndsey",,,15DD6BE8.pdf,"Ames, Chafee, and Re on remedies :cases and materials","Emily Sherwin, Professor of Law, Cornell Law School; Samuel L. Bray, Professor of Law, UCLA School of Law..",Foundation Press,MON,BookChapter,PDF,E-Reserve,E-Resource,,,,,,,"126-130, 131-137, 139-147, 165-169",0,
Fall 2024,E-RESERVE,LAW,35912,259409,Item Available on Electronic Reserves,26-Aug-24,LAW,LAW 6801 Remedies (2024FA),LAW 6801 Remedies (2024FA),"Clark, Lyndsey",,,15DD6BE4.pdf,"Ames, Chafee, and Re on remedies :cases and materials","Emily Sherwin, Professor of Law, Cornell Law School; Samuel L. Bray, Professor of Law, UCLA School of Law..",Foundation Press,MON,BookChapter,PDF,E-Reserve,E-Resource,,,,,,,"39-50, 51-56",0,
Fall 2024,E-RESERVE,LAW,35912,259408,Item Available on Electronic Reserves,26-Aug-24,LAW,LAW 6801 Remedies (2024FA),LAW 6801 Remedies (2024FA),"Clark, Lyndsey",,,15DD6BE5.pdf,"Ames, Chafee, and Re on remedies :cases and materials","Emily Sherwin, Professor of Law, Cornell Law School; Samuel L. Bray, Professor of Law, UCLA School of Law..",Foundation Press,MON,BookChapter,PDF,E-Reserve,E-Resource,,,,,,,"56-60, 62-66, 66-71, 73-74",0,
Fall 2024,E-RESERVE,LAW,35912,259407,Item Available on Electronic Reserves,26-Aug-24,LAW,LAW 6801 Remedies (2024FA),LAW 6801 Remedies (2024FA),"Clark, Lyndsey",,,15DD6BE6.pdf,"Ames, Chafee, and Re on remedies :cases and materials","Emily Sherwin, Professor of Law, Cornell Law School; Samuel L. Bray, Professor of Law, UCLA School of Law..",Foundation Press,MON,BookChapter,PDF,E-Reserve,E-Resource,,,,,,,"80-84, 85-86, 87-93, 94-95",0,
Fall 2024,E-RESERVE,LAW,35912,259406,Item Available on Electronic Reserves,26-Aug-24,LAW,LAW 6801 Remedies (2024FA),LAW 6801 Remedies (2024FA),"Clark, Lyndsey",,,15DD6BE7.pdf,"Ames, Chafee, and Re on remedies :cases and materials","Emily Sherwin, Professor of Law, Cornell Law School; Samuel L. Bray, Professor of Law, UCLA School of Law..",Foundation Press,MON,BookChapter,PDF,E-Reserve,E-Resource,,,,,,,"97-105, 108-111, 115-120, 124",0,
Fall 2024,E-RESERVE,LAW,35912,259411,Item Available on Electronic Reserves,26-Aug-24,LAW,LAW 6801 Remedies (2024FA),LAW 6801 Remedies (2024FA),"Clark, Lyndsey",,,15DD6BE2.pdf,"Ames, Chafee, and Re on remedies :cases and materials","Emily Sherwin, Professor of Law, Cornell Law School; Samuel L. Bray, Professor of Law, UCLA School of Law..",Foundation Press,MON,BookChapter,PDF,E-Reserve,E-Resource,,"Title Page, Copyright, Table of Contents",,,,,,0,
Fall 2024,LAW,LAW,35956,259568,Item Available at Reserve Desk,27-Aug-24,LAW,LAW 6821,Securities Regulation,"Clark, Lyndsey; Omarova, Saule",,31924130479029,,Securities regulation : cases and analysis,"Stephen J. Choi, A.C. Pritchard",Foundation Press,MON,Book,HardCopy,Physical Reserve,Law Library Reserve,KF1439 .C479 2024,,,,,,,0,
Fall 2024,E-RESERVE,LAW,35956,259576,Item Available on Electronic Reserves,27-Aug-24,LAW,LAW 6821,Securities Regulation,"Clark, Lyndsey; Omarova, Saule",,31924130479029,15DD6C19.pdf,Securities regulation : cases and analysis,"Stephen J. Choi, A.C. Pritchard",Foundation Press,MON,BookChapter,PDF,E-Reserve,E-Resource,KF1439 .C479 2024,Chapter 1,,,,,,7,18
Fall 2024,E-RESERVE,LAW,35956,259577,Item Available on Electronic Reserves,27-Aug-24,LAW,LAW 6821,Securities Regulation,"Clark, Lyndsey; Omarova, Saule",,31924130479029,15DD6C1A.pdf,Securities regulation : cases and analysis,"Stephen J. Choi, A.C. Pritchard",Foundation Press,MON,BookChapter,PDF,E-Reserve,E-Resource,KF1439 .C479 2024,Chapter 2,,,,,,5,14
Fall 2024,E-RESERVE,LAW,35956,259575,Item Available on Electronic Reserves,27-Aug-24,LAW,LAW 6821,Securities Regulation,"Clark, Lyndsey; Omarova, Saule",,31924130479029,15DD6C18.pdf,Securities regulation : cases and analysis,"Stephen J. Choi, A.C. Pritchard",Foundation Press,MON,BookChapter,PDF,E-Reserve,E-Resource,KF1439 .C479 2024,"Title Page, Copyright, Table of Contents",,,,,,3,3
Fall 2024,LAW,LAW,35956,258217,Item Available at Reserve Desk,16-Aug-24,LAW,LAW 6821,Securities Regulation,"Clark, Lyndsey; Omarova, Saule",,31924130463692,,Securities regulation: statutory supplement,Choi; Pritchard,Foundation Press,MON,Book,HardCopy,Physical Reserve,Special Reserve,Special Reserve KF1439 .S45,,,,,,,0,
Fall 2024,LAW,LAW,35934,258024,Item Available at Reserve Desk,15-Aug-24,LAW,Law 6822,Social Science & The Law,"Hans, Valerie",,31924130490836,,Social Science in Law: Cases and Materials,John Monahan and Laurens Walker,Foundation Press,MON,Book,HardCopy,Physical Reserve,Course Reserve,KF 385 .A4 M66 2022,,,,,,,0,
Fall 2024,E-RESERVE,LAW,35934,259133,Item Available on Electronic Reserves,23-Aug-24,LAW,Law 6822,Social Science & The Law,"Hans, Valerie",,31924130490836,15DD6BD0.pdf,Social Science in Law: Cases and Materials,John Monahan and Laurens Walker,Foundation Press,MON,BookChapter,PDF,E-Reserve,E-Resource,KF 385 .A4 M66 2022,Chapter 1,,,,,,7,15
Fall 2024,E-RESERVE,LAW,35934,259134,Item Available on Electronic Reserves,23-Aug-24,LAW,Law 6822,Social Science & The Law,"Hans, Valerie",,31924130490836,15DD6BD1.pdf,Social Science in Law: Cases and Materials,John Monahan and Laurens Walker,Foundation Press,MON,BookChapter,PDF,E-Reserve,E-Resource,KF 385 .A4 M66 2022,Chapter 2,,,,,,9,27
Fall 2024,E-RESERVE,LAW,35934,259132,Item Available on Electronic Reserves,23-Aug-24,LAW,Law 6822,Social Science & The Law,"Hans, Valerie",,31924130490836,15DD6BCF.pdf,Social Science in Law: Cases and Materials,John Monahan and Laurens Walker,Foundation Press,MON,BookChapter,PDF,E-Reserve,E-Resource,KF 385 .A4 M66 2022,"Title Page, Copyright, Table of Contents",,,,,,2,6
Fall 2024,LAW,LAW,35930,257990,Awaiting Reserves Processing,15-Aug-24,LAW,LAW 6891,Taxation of Corporations and Shareholders,"Green, Robert; Jackson, Gina",,31924111395558,https://catalog.library.cornell.edu/cgi-bin/Pwebrecon.cgi6881170,Corporate taxation :examples & explanations,Cheryl D. Block.,"Aspen Publishers,",MON,Book,HardCopy,Physical Reserve,Law Library Reserve [Not Charged],KF6465 .B557x 2010,,,,,,"xxvii, 600 p. :",0,
Fall 2024,LAW,LAW,35930,257989,Awaiting Reserves Processing,15-Aug-24,LAW,LAW 6891,Taxation of Corporations and Shareholders,"Green, Robert; Jackson, Gina",,31924111456574,https://catalog.library.cornell.edu/cgi-bin/Pwebrecon.cgi8056977,Federal corporate taxation,"by Howard E. Abrams, Richard L. Doernberg, Don A. Leatherman.",,MON,Book,HardCopy,Physical Reserve,Law Library Reserve [Not Charged],KF6464 .A71 2013,,,,,,"viii, 452 pages ;",0,
Fall 2024,LAW,LAW,35930,257995,Item Available at Reserve Desk,15-Aug-24,LAW,LAW 6891,Taxation of Corporations and Shareholders,"Green, Robert; Jackson, Gina",,31924126805617,,Federal income taxation : principles and policies,"Michael J. Graetz, Anne L. Alstott",Foundation Press,MON,Book,HardCopy,Physical Reserve,Law Library (Law Library Special Reserve),KF6369 .G734 2022,,,,,,,0,
Fall 2024,LAW,LAW,35930,257994,Item Available at Reserve Desk,15-Aug-24,LAW,LAW 6891,Taxation of Corporations and Shareholders,"Green, Robert; Jackson, Gina",,31924126786940,,Fundamentals of Corporate Taxation,Stephen Schwarz and Daniel J. Lathrope,Foundation Press,MON,Book,HardCopy,Physical Reserve,Course Reserve,KF 6463 .C33 2019,,,,,,,0,
Fall 2024,LAW,LAW,35966,258242,Item Available at Reserve Desk,16-Aug-24,LAW,LAW 6941,Trusts and Estates,"Clark, Lyndsey; Sherwin, Emily",,31924126763477,,"Wills, Trusts, and Estates",Robert H. Sitkoff and Jesse Dukeminier,Wolters Kluwer,MON,Book,HardCopy,Physical Reserve,,KF 753 .D87 2022,,,,,,,0,
Fall 2024,LAW,LAW,35954,258210,Item Available at Reserve Desk,16-Aug-24,LAW,Law 7135,Bioethics and the Law,"Jackson, Gina; McArdle, Edward",,31924126888068,,Resolving Ethical Dilemmas: A Guide for Clinicians,Bernard Lo,Wolters Kluwer,MON,Book,HardCopy,Physical Reserve,Uris,R 724 .L6 2020 +,,,,,,,0,
Fall 2024,LAW,LAW,35952,258201,Item Available at Reserve Desk,16-Aug-24,LAW,Law 7450,We the President: The Controversial Expansion of Presidential Power,"Carpenter, Sarah; Manahan, Thomas",,31924119291205,,The Law of the Exectuive Branch: Presidential Power,Louis Fisher,Oxford University Press,MON,Book,HardCopy,Physical Reserve,Course Reserve,KF 5053 .F57 2014,,,,,,,0,
Fall 2024,LAW,LAW,35830,256631,Item Available on Electronic Reserves,29-Jul-24,LAW,LAW 7572,Litigation Drafting,"Freed, Lara; Littlejohn, Melissa",,,15DD68D9.pdf,Course Packet: Week 01,"Binder, Bergman, Tremblay, Weinstein",West Academic Publishing,MON,Book,PDF,E-Reserve,E-Resource,E-Resource,Ch.3-Active Listening,,,,,Ch.3-Active Listening,14,32
Fall 2024,E-RESLAW,LAW,35830,256614,Item Available on Electronic Reserves,29-Jul-24,LAW,LAW 7572,Litigation Drafting,"Freed, Lara; Littlejohn, Melissa",,,15DD5E1F.pdf,Course Packet: Week 02,"Rappaport, Bret",,MON,BookChapter,PDF,E-Reserve,e-resource,e-resource,"""A Shot Across the Bow""",,,,,"32-34, 45-47,51-56",11,24
Fall 2024,E-RESLAW,LAW,35830,256617,Item Available on Electronic Reserves,29-Jul-24,LAW,LAW 7572,Litigation Drafting,"Freed, Lara; Littlejohn, Melissa",,,15DD68A3.pdf,Course Packet: Week 02,Lebovits,,MON,BookChapter,PDF,E-Reserve,E-Resource,E-Resource,"""By Popular Demand""",,,,,article,8,19
Fall 2024,E-RESLAW,LAW,35830,256630,Item Available on Electronic Reserves,29-Jul-24,LAW,LAW 7572,Litigation Drafting,"Freed, Lara; Littlejohn, Melissa",,,15DD5E25.pdf,Course Packet: Week 02,"Dickerson, Darby",,MON,BookChapter,PDF,E-Reserve,e-resource,e-resource,"""Writing Opposing Counsel""",,,,,1-2,9,16
Fall 2024,E-RESERVE,OKU,35830,258641,Item Available on Electronic Reserves,19-Aug-24,LAW,LAW 7572,Litigation Drafting,"Freed, Lara; Littlejohn, Melissa",,,15DD6B9C.pdf,Course Packet: Week 03,Boyd,,MON,Article,PDF,E-Reserve,E-Resource,,A New Phenomenon in Legal Writing: Storytelling Complaint Introductions,A New Phenomenon in Legal Writ,,,,article,8,13
Fall 2024,E-RESLAW,LAW,35830,256620,Item Available on Electronic Reserves,29-Jul-24,LAW,LAW 7572,Litigation Drafting,"Freed, Lara; Littlejohn, Melissa",,,15DD5E27.pdf,Course Packet: Week 03,"Temple-Smith, Margaret",West Educational publishing,MON,BookChapter,PDF,E-Reserve,e-resource,e-resource,"""General Introduction to Litigation-Related Documents""",,,,,Chapter 1,9,20
Fall 2024,E-RESLAW,LAW,35830,256627,Item Available on Electronic Reserves,29-Jul-24,LAW,LAW 7572,Litigation Drafting,"Freed, Lara; Littlejohn, Melissa",,,15DD5E28.pdf,Course Packet: Week 03,"Temple-Smith, Margaret",West Educational Publishing,MON,BookChapter,PDF,E-Reserve,e-resource,e-resource,"""The Initial Pleading""",,,,,Chapter 2,8,18
Fall 2024,E-RESLAW,LAW,35830,256629,Item Available on Electronic Reserves,29-Jul-24,LAW,LAW 7572,Litigation Drafting,"Freed, Lara; Littlejohn, Melissa",,,15DD5E20.pdf,Course Packet: Week 03,"Fajans, Elizabeth and Falk, Mary R.",,MON,BookChapter,PDF,E-Reserve,E-Resource,e-resource,"""Untold Stories: Restoring Narrative to Pleading Practice""",,,,,"1-3, 16-17, 27-31, 33-54, 63-70",7,13
Fall 2024,E-RESLAW,LAW,35830,256616,Item Available on Electronic Reserves,29-Jul-24,LAW,LAW 7572,Litigation Drafting,"Freed, Lara; Littlejohn, Melissa",,,15DD5E29.pdf,Course Packet: Week 04,"Temple-Smith, Margaret",West Educational Publishing,MON,BookChapter,PDF,E-Reserve,e-resource,e-resource,"""Answers (Defensive Pleadings)""",,,,,Chapter 3,6,11
Fall 2024,E-RESLAW,LAW,35830,256615,Item Available on Electronic Reserves,29-Jul-24,LAW,LAW 7572,Litigation Drafting,"Freed, Lara; Littlejohn, Melissa",,,15DD689E.pdf,Course Packet: Week 05,Kamela Bridges,,MON,BookChapter,PDF,E-Reserve,E-Resource,E-Resource,"""Affidavits""",,,,,"tp,cp,p.124-130",4,7
Fall 2024,E-RESLAW,LAW,35830,256621,Item Available on Electronic Reserves,29-Jul-24,LAW,LAW 7572,Litigation Drafting,"Freed, Lara; Littlejohn, Melissa",,,15DD5E22.pdf,Course Packet: Week 05,"Risen, Jay-Allen",,MON,BookChapter,PDF,E-Reserve,e-resource,e-resource,"""Live Testimony in Writing""",,,,,23-25,4,7
Fall 2024,E-RESLAW,LAW,35830,256622,Item Available on Electronic Reserves,29-Jul-24,LAW,LAW 7572,Litigation Drafting,"Freed, Lara; Littlejohn, Melissa",,,15DD5E2A.pdf,Course Packet: Week 05,"Temple-Smith, Margaret",Wests Educational Publishing,MON,BookChapter,PDF,E-Reserve,e-resource,e-resource,"""Motions""",,,,,56-60,5,8
Fall 2024,E-RESLAW,LAW,35830,256624,Item Available on Electronic Reserves,29-Jul-24,LAW,LAW 7572,Litigation Drafting,"Freed, Lara; Littlejohn, Melissa",,,15DD68A1.pdf,Course Packet: Week 09,Lebovits,,MON,BookChapter,PDF,E-Reserve,E-Resource,E-Resource,"""Persuasive Writing for Lawyers -- Part I""",,,,,article,3,7
Fall 2024,E-RESLAW,LAW,35830,256625,Item Available on Electronic Reserves,29-Jul-24,LAW,LAW 7572,Litigation Drafting,"Freed, Lara; Littlejohn, Melissa",,,15DD68A0.pdf,Course Packet: Week 09,Lebovits,,MON,BookChapter,PDF,E-Reserve,E-Resource,E-Resource,"""Persuasive Writing For Lawyers -- Part II""",,,,,article,3,7
Fall 2024,E-RESLAW,LAW,35830,256619,Item Available on Electronic Reserves,29-Jul-24,LAW,LAW 7572,Litigation Drafting,"Freed, Lara; Littlejohn, Melissa",,,15DD5E23.pdf,Course Packet: Week 11,"Mauet, Thomas A.",,MON,BookChapter,PDF,E-Reserve,e-resource,e-resource,"""Excerpts from Pretrial""",,,,,"222-230, 241-246",4,8
Fall 2024,E-RESLAW,LAW,35830,256632,Item Available on Electronic Reserves,29-Jul-24,LAW,LAW 7572,Litigation Drafting,"Freed, Lara; Littlejohn, Melissa",,,15DD68A2.pdf,Course Packet: Week 11,Lebovits,,MON,BookChapter,PDF,E-Reserve,E-Resource,E-Resource,Drafting NY Civil-Litigation Documents: Interrogatories,,,,,article,5,8
Fall 2024,LAW,LAW,35830,256633,Item Available on Electronic Reserves,29-Jul-24,LAW,LAW 7572,Litigation Drafting,"Freed, Lara; Littlejohn, Melissa",,,15DD689F.pdf,Course Packet: Week 11,Lebovits,,MON,BookChapter,PDF,E-Reserve,E-Resource,E-Resource,Drafting NY Civil-Litigation Documents: Responding to Interrogatories,,,,,article,4,7
Fall 2024,E-RESLAW,LAW,35830,256618,Item Available on Electronic Reserves,29-Jul-24,LAW,LAW 7572,Litigation Drafting,"Freed, Lara; Littlejohn, Melissa",,,15DD5E2B.pdf,Course Packet: Week 12,"Temple-Smith, Margaret",West Educational Publishing,MON,BookChapter,PDF,E-Reserve,e-resource,e-resource,"""Eliminating Ambiguity""",,,,,Chapter 28,3,10
Fall 2024,E-RESLAW,LAW,35830,256623,Item Available on Electronic Reserves,29-Jul-24,LAW,LAW 7572,Litigation Drafting,"Freed, Lara; Littlejohn, Melissa",,,15DD5E26.pdf,Course Packet: Week 12,"Krieger, Stefan H. and Neumann, Richard K.",,MON,BookChapter,PDF,E-Reserve,e-resource,e-resource,"""Negotiation Preparation: Assessing the Parties""",,,,,295-308,5,10
Fall 2024,E-RESLAW,LAW,35830,256626,Item Available on Electronic Reserves,29-Jul-24,LAW,LAW 7572,Litigation Drafting,"Freed, Lara; Littlejohn, Melissa",,,15DD5E24.pdf,Course Packet: Week 12,"Mauet, Thomas A",,MON,BookChapter,PDF,E-Reserve,e-resource,e-resource,"""Settlement Agreements""",,,,,406-412,6,16
Fall 2024,E-RESLAW,LAW,35830,256628,Item Available on Electronic Reserves,29-Jul-24,LAW,LAW 7572,Litigation Drafting,"Freed, Lara; Littlejohn, Melissa",,,15DD5E2C.pdf,Course Packet: Week 12,"Temple-Smith, Margaret",,MON,BookChapter,PDF,E-Reserve,e-resource,e-resource,"""Time Clauses and Conditional Statements""",,,,,Chapter 29,3,4
Fall 2024,LAW,LAW,35830,256612,Item Available at Reserve Desk,29-Jul-24,LAW,LAW 7572,Litigation Drafting,"Freed, Lara; Littlejohn, Melissa",,31924123602652,,Lawyers as counselors : a client-centered approach,"David A. Binder, Paul B. Bergman, Paul R. Tremblay, Ian S. Weinstein",West Academic Publishing,MON,Book,HardCopy,Physical Reserve,Law Library Reserve (Law Library (Myron Taylor Hall)),Special Reserve KF311 .B61 2019,,,,,,,0,
Fall 2024,LAW,LAW,35830,256613,Item Available at Reserve Desk,29-Jul-24,LAW,LAW 7572,Litigation Drafting,"Freed, Lara; Littlejohn, Melissa",,31924130465069,,The redbook : a manual on legal style,,West Academic Publishing,MON,Book,HardCopy,Physical Reserve,Law Library Reserve,KF250 .G377x 2023,,,,,,,0,
Fall 2024,LAW,LAW,35944,258066,Item Available at Reserve Desk,15-Aug-24,LAW,LAW 7621,Issues in Poverty Law,"Lasdon, Doug; Liseno, Rachel",,31924123603916,https://newcatalog.library.cornell.edu/catalog/15001207,Hooked : five addicts challenge our misguided drug rehab system,Lonny Shavelson,New Press,MON,Book,HardCopy,Physical Reserve,Law Library (Myron Taylor Hall),Special Reserve HV5833.S25 S53 2002,,,,,,,0,
Fall 2024,LAW,LAW,35944,258064,Item Available at Reserve Desk,15-Aug-24,LAW,LAW 7621,Issues in Poverty Law,"Lasdon, Doug; Liseno, Rachel",,31924073732764,,Regulating the poor :the functions of public welfare,Frances Fox Piven ; Richard A. Cloward.,"Vintage Books,",MON,Book,HardCopy,Physical Reserve,Law Library Reserve (Olin Library) [Not Charged],HV95 .P69 1993,,,,,,"xix, 524 p. ;",0,
Fall 2024,E-RESLAW,LAW,35944,258065,Item Available on Electronic Reserves,15-Aug-24,LAW,LAW 7621,Issues in Poverty Law,"Lasdon, Doug; Liseno, Rachel",,,http://proxy.library.cornell.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=nlebk&AN=739448&site=ehost-live,Regulating The Poor-the functions of public welfare,Frances Fox Piven and Richard A. Cloward,,MON,Book,WebLink,E-Reserve,e-resource,e-resource,,,,,,,0,
Fall 2024,LAW,LAW,35944,258062,Awaiting Reserves Processing,15-Aug-24,LAW,LAW 7621,Issues in Poverty Law,"Lasdon, Doug; Liseno, Rachel",,31924077491763,https://catalog.library.cornell.edu/cgi-bin/Pwebrecon.cgi1562709,Songs from the alley,Kathleen Hirsch.,"Ticknor & Fields,",MON,Book,HardCopy,Physical Reserve,Law Library Reserve (ILR Library (Ives Hall)) [Discharged - 2017-08-10 15:41],HV4506.B67 H57x 1989,,,,,,"xii, 420 p. ;",0,
Fall 2024,E-RESERVE,LAW,35840,256707,Item Available on Electronic Reserves,31-Jul-24,LAW,LAW 7698,Comparative Private Law,"Chang, Yun-Chien; Palmer, Sarah; Palmer, Sarah",,31924130473972,15DD6B65.pdf,An Introduction to Comparative Law,Konrad Zweigert and Hein Kotz,Clarendon Press,MON,BookChapter,PDF,E-Reserve,E-Resource,K 583 Z97 1998,3 The Method of Comparative Law,,,,,32-47,10,16
Fall 2024,LAW,LAW,35840,257905,Item Available at Reserve Desk,14-Aug-24,LAW,LAW 7698,Comparative Private Law,"Chang, Yun-Chien; Palmer, Sarah; Palmer, Sarah",,31924126761448,,Comparative Law,Mathias Siems,Cambridge University Press,MON,Book,HardCopy,Physical Reserve,Course Reserve,K 583 .S585 2022,,,,,,,0,
Fall 2024,E-RESERVE,LAW,35840,256708,Item Available on Electronic Reserves,31-Jul-24,LAW,LAW 7698,Comparative Private Law,"Chang, Yun-Chien; Palmer, Sarah; Palmer, Sarah",,31924120684620,15DD6B66.pdf,Comparative Law and Economics,,Edward Elgar Publishing,MON,BookChapter,PDF,E-Reserve,E-Resource,K 487 .E3 C664 2016,Structure and Style in Comparative Property Law,,,,,131-160,6,8
Fall 2024,E-RESERVE,LAW,35840,259589,Item Available on Electronic Reserves,27-Aug-24,LAW,LAW 7698,Comparative Private Law,"Chang, Yun-Chien; Palmer, Sarah; Palmer, Sarah",,,https://www.elgaronline.com/edcollbook/edcoll/9780857932570/9780857932570.xml,Comparative law and economics,"edited by Theodore Eisenberg, formely Cornell University, USA; Giovanni B. Ramello, Universitá del Piemonte Orientale and International Programme IEL-Institutions, Economics and Law, Italy",Edward Elgar Publishing,MON,Book,WebLink,E-Reserve,E-Resource,K487.E3 C664 2016,,,,,,,2,2
